Oc,media_erro,var_erro,desvio_padrao_erro
0,30.00090671482895,0.14258339425547953,0.37760216399734725
10,7.754716552520345,523.5648295741854,22.88153905606407
20,-14.586996811050785,1002.0564921648697,31.655275897784712
30,-37.05914271100463,1403.7925517305605,37.467219695762864
40,-59.44653165601531,1752.5224014968778,41.863138935068854
50,-81.76720539205094,2064.098839099486,45.43235454056378
60,-104.21284357303381,2329.1647707131588,48.261421142701124
70,-126.73421681644558,2524.4677376355617,50.244081617993196
80,-149.11206143588888,2664.49426230427,51.61873944900505
90,-171.38356739147494,2760.8524030452027,52.543814127309055
100,-193.69016417645884,2800.2497335468415,52.9173859288877
