Oc,media_erro,var_erro,desvio_padrao_erro
0,14.664215990030561,581853711.4626291,24121.644045599984
10,56.607253921481735,731682899.6488321,27049.63769903087
20,-23.670538904382514,3014597177.8553853,54905.34744317156
30,27.824780789308008,760812742.9615695,27582.83420828196
40,-35.90712279111872,1012497801.6392223,31819.770609468924
50,-5.697633664074539,67354045.76939705,8206.951064152694
60,35.29413517064733,534080492.10996383,23110.18156808734
70,-6.110276135531191,26601223.78883079,5157.637423164873
80,-300.7822496448603,123785106699.51091,351831.0769382246
90,-4.779755375973102,94549011.92622086,9723.631622301456
100,-5.034206745080991,47486333.74384116,6891.032850294733
