n_ocupacao,media_MAE,var_MAE,DP_MAE
0,0.0,0.0,0.0
10,1.6865070972278264,0.03830664037154027,0.195720822529286
20,5.883250703429096,0.39465777268077507,0.6282179340649032
30,11.43866428870986,1.4119214177538124,1.188242996088684
40,18.10460808659285,3.393541312263412,1.842156701332276
50,25.02070980952835,6.431510537980259,2.536042298144938
60,32.24638835990708,10.656844254538926,3.2644822337606505
70,39.60621493502897,15.985867302664662,3.998233022556922
80,46.864891389662475,22.255020043677703,4.717522659582856
90,53.725372082090665,29.254856084019913,5.408775839690522
100,60.04624644816895,36.31047304676031,6.0258172098695715
