Oc,media_erro,var_erro,desvio_padrao_erro
0,2.6684799156545198e-06,1.7966370022215572,1.3403868852766194
10,9.947168166881843,2678.401905056535,51.75327917201513
20,19.93838405014552,5094.372419989147,71.37487246916206
30,29.98746878412921,7220.042416876761,84.97083274204603
40,39.99646162243302,9062.799152272783,95.19873503504542
50,49.97885836399643,10602.837163155853,102.9700789703293
60,60.01495113515224,11945.995973076328,109.29774001815558
70,70.08512864638635,13001.715889586514,114.02506693524242
80,80.0921693200536,13724.913638368516,117.15337655555864
90,90.05189379090298,14175.269789307564,119.05994200110952
100,100.02484271097846,14399.172310141546,119.99655124269842
