Oc,media_erro,var_erro,desvio_padrao_erro
0,-3.496922281050168e-06,2.2628544591638224,1.5042787172475127
10,9.9471064490329,414.19621902227294,20.351811197588113
20,19.938169587641877,783.7842596527131,27.99614722872976
30,29.98685137601457,1112.0519117211506,33.3474423565159
40,39.9964948563661,1408.4749033973105,37.52965365410812
50,49.97923425079847,1682.4148506445756,41.017250647070135
60,60.01439064578703,1935.0493082681683,43.989195358271424
70,70.08472468856974,2154.8066030615755,46.4198944749078
80,80.09150340648243,2338.789826787796,48.36103624600899
90,90.05218207358872,2491.5516658008055,49.915445162803124
100,100.02531646280903,2621.253515733467,51.19817883219546
