Oc,media_erro,var_erro,desvio_padrao_erro
0,-2.659551605273547e-07,1.934693000991765,1.3909324214323877
10,9.94711185369463,327.07831480368117,18.085306599659326
20,19.938150027371247,613.8978531322517,24.776962144949323
30,29.987019676615173,870.0864002254292,29.49722699213316
40,39.99653959338044,1106.0923382771,33.257966538516754
50,49.97920956110278,1324.8114664495577,36.397959646792806
60,60.014459926447714,1530.927871627885,39.12707338439568
70,70.08477146155194,1710.421655339219,41.35724429092464
80,80.0916358205343,1866.7950480586296,43.206423689755084
90,90.05199385767324,2001.1590186043318,44.734315895119394
100,100.02534733876072,2114.6150836528377,45.98494409752868
