Oc,media_erro,var_erro,desvio_padrao_erro
0,-3.498578038857715e-06,2.262865809668556,1.5042824899827014
10,9.947139445697768,2552.305311470305,50.520345520100165
20,19.938484345380513,4869.282828817013,69.780246695014
30,29.986532276131573,6894.816350166964,83.03503086148017
40,39.99626567809465,8634.819999740082,92.92373216643895
50,49.978806718475234,10106.956312121665,100.53335920042494
60,60.01441427413029,11404.107055127659,106.79001383616195
70,70.08458426650097,12447.951631042431,111.57038868374723
80,80.09161844960248,13207.037611901409,114.92187612418016
90,90.05180397490369,13601.240841109127,116.62435783792822
100,100.02532395967634,13812.370743800597,117.52604283221909
