Oc,media_erro,var_erro,desvio_padrao_erro
0,1.6257901173550436e-06,1.853520703765657,1.3614406721431738
10,9.947174211907466,2693.7799499202197,51.901637256643646
20,19.93840782442642,5132.656778470808,71.64256261797736
30,29.987366415209035,7265.095577189088,85.2355300164731
40,39.99639526094557,9121.20324234824,95.50499066723287
50,49.978863434397255,10668.56522673395,103.28874685431104
60,60.01477689365809,12003.06698610843,109.55850941897863
70,70.08508823371203,13072.803597240703,114.33636165822622
80,80.09202321577258,13839.805459005616,117.64270253188515
90,90.0518385224739,14275.419124274435,119.47978542110977
100,100.02510412349089,14484.840939185213,120.35298475395287
