Oc,media_erro,var_erro,desvio_padrao_erro
0,32.395304440194195,717227902.687995,26781.110930803356
10,90.28293355380073,3468246224.322019,58891.817974333404
20,14.036065851945542,149415399.5937652,12223.559203184856
30,-4.780714734010603,1052966659.8903071,32449.447759404273
40,-21.663135617141574,142403522.77789184,11933.294715957192
50,3.647554620952051,45886761.18847343,6773.976763207373
60,-0.36947221703957117,50642044.40243756,7116.322393093048
70,-13.780685951243631,180720079.02006638,13443.216840476329
80,7.787159553387417,164308294.5655714,12818.2797038281
90,4.095432878554096,102682042.14900768,10133.214798325736
100,-26.46651587427038,1155658276.678507,33994.97428559855
