Oc,media_erro,var_erro,desvio_padrao_erro
0,-32.49407939236249,2657939413.1615233,51555.20743010858
10,-5.569056398291187,65635663.72235991,8101.584025507599
20,35.56063012166001,1045606405.6509684,32335.83779107893
30,16.694629308864858,164638552.01875284,12831.155521571423
40,2.544757141422006,81136863.52669409,9007.600320101581
50,0.13808043532548472,908041810.399987,30133.732102081
60,-42.10873879652937,1857362173.1074708,43097.12488214812
70,-3.5336391035238197,88683162.60737468,9417.173812103856
80,107.70379232996164,15225856002.085415,123393.09543927251
90,-8.514415739647744,142860098.64049357,11952.409741993184
100,-2.35802395906639,98517317.67282894,9925.589034048757
