Oc,media_erro,var_erro,desvio_padrao_erro
0,14.664215981435177,581853711.1528561,24121.644039178926
10,56.60725443295556,731682912.573736,27049.63793794172
20,-23.670554344521477,3014598703.820891,54905.36133949845
30,27.824780369672226,760812721.2137977,27582.833814055393
40,-35.90712287081874,1012497800.3261718,31819.7705888363
50,-5.697633658715104,67354045.74556373,8206.951062700675
60,35.29413880303136,534080651.5505242,23110.185017661028
70,-6.1102761317141265,26601223.772893254,5157.637421619831
80,-300.7822848564115,123785131363.08209,351831.1119885251
90,-4.779755329904395,94549011.43082221,9723.631596827505
100,-5.034206752279016,47486333.78428346,6891.032853229149
