Oc,media_erro,var_erro,desvio_padrao_erro
0,-3.498139276238881e-06,2.2628648374992677,1.5042821668487822
10,9.947106488157713,414.13681743117843,20.35035177659537
20,19.93816920860824,783.9462741271838,27.999040592977178
30,29.98685145173435,1112.074375030195,33.34777916189015
40,39.996494921586894,1408.4771783120336,37.52968396232552
50,49.979234128673255,1682.0578190710685,41.01289820374888
60,60.014390582360214,1935.1325261343052,43.9901412379445
70,70.08472508685792,2154.85019157053,46.42036397498979
80,80.09150327755555,2339.055533894792,48.36378328765019
90,90.0521822676161,2491.3360226659784,49.91328503180269
100,100.02531678810823,2621.1437584447403,51.197106934325305
