Oc,media_erro,var_erro,desvio_padrao_erro
0,30.00090671610382,0.14258345507399256,0.3776022445298658
10,7.754714268204374,470.8745246548873,21.69964342229815
20,-14.587027840929018,901.4710499609442,30.0245074890654
30,-37.059094711858044,1261.4205833774747,35.51648326309173
40,-59.44653382337271,1573.6878237184176,39.66973435401878
50,-81.76719684563038,1855.7222133209928,43.07809435572786
60,-104.21280986751967,2096.843975101487,45.79130894723896
70,-126.73426008383204,2271.5287142092407,47.66055721673049
80,-149.11207946380537,2397.825845073874,48.96759995215075
90,-171.38356072421354,2486.0061372471323,49.859864994273025
100,-193.69020087162835,2522.2512989582797,50.222020060510104
