Oc,media_erro,var_erro,desvio_padrao_erro
0,nan,nan,nan
10,-0.05699130740397588,3797.6882153461684,61.625386127359626
20,0.0029479444072132072,6805.860762298376,82.49764094989854
30,0.016770799557154156,9737.315989091532,98.67783940222613
40,0.021936589946231745,12233.39793610146,110.6046921974898
50,0.01946208211783025,14067.02158085843,118.60447538292318
60,0.2112352925301724,15710.388121242782,125.3410871232685
70,-0.028901603902652458,17062.143728354225,130.6221410341839
80,0.058622110717951,17983.466895493697,134.1024492524044
90,-0.02554621113574748,18724.957849426442,136.8391678191096
100,0.029047419985524105,18826.229343608604,137.20870724414178
