Oc,media_erro,var_erro,desvio_padrao_erro
0,0.05736877292889729,53.534117219183265,7.316701252557963
10,-0.5250714169599651,6386.162355233915,79.91346792145812
20,-0.6081005354185689,7510.899105540922,86.66544354897702
30,-0.7010482403190311,8570.077768948178,92.57471452263938
40,-0.591339196066329,9310.404822883678,96.49043902316788
50,-0.5142935322161802,9893.889880710867,99.46803446691237
60,-0.4962237285431037,10618.004676033484,103.04370274807425
70,-0.5891509012624465,11043.934165647106,105.09012401575661
80,-0.564379421443815,11530.989715003461,107.38244602821945
90,-0.5942423841291445,11619.9809986521,107.79601569006203
100,-0.4236398775907101,11595.157437334607,107.68081276315947
