Oc,media_erro,var_erro,desvio_padrao_erro
0,-0.2998341755877278,51.9608024277224,7.2083841759247544
10,-1.4421962319809571,7565.759481626786,86.9813743374223
20,-0.6733828252384854,7905.6480613959275,88.91371132393432
30,-0.7426901360788349,8476.359540948999,92.06714691435268
40,-0.7476024705332982,9137.090424327638,95.58812909732902
50,-0.5468450360934705,9877.815840009605,99.38720159059518
60,-0.7598727868324067,10356.863652003365,101.7686771654391
70,-0.7338549247577306,11007.27822913677,104.91557667542399
80,-0.6902991551378915,11266.649326694313,106.14447383964138
90,-0.8295721791055685,11408.89155352921,106.81241291876712
100,-0.6066549279464457,11412.895199701024,106.83115275845817
